start	end	versus	chrom
134378509	134447861	left	chr1
134453212	134516656	right	chr1
134522325	134625973	left	chr1
134631647	134700768	right	chr1
134706296	134746486	left	chr1
134752187	134942458	right	chr1
134947968	135040112	left	chr1
135045440	135074734	right	chr1
135091896	135120439	right	chr1
135126126	135143330	left	chr1
135149222	135235368	right	chr1
135241009	135275752	left	chr1
135281570	135362001	right	chr1
135373604	135402171	left	chr1
135407847	135448140	right	chr1
135454149	135534728	left	chr1
135540282	135563190	right	chr1
135568716	135660806	left	chr1
135666909	135781963	right	chr1
135787309	135948717	left	chr1
135954170	135965806	right	chr1
135971500	136023155	left	chr1
136029131	136138430	right	chr1
136144020	136190170	left	chr1
136195751	136310609	right	chr1
136316342	136431380	left	chr1
136437004	136552082	right	chr1
136557727	136696107	left	chr1
136701607	136724542	right	chr1
136730643	137110078	left	chr1
137115752	137127292	right	chr1
137133104	137299515	left	chr1
137305673	137316827	right	chr1
137340090	137374236	right	chr1
137380205	137466485	left	chr1
137472087	137662097	right	chr1
137667641	137800010	left	chr1
137805636	137909309	right	chr1
137914838	138006995	left	chr1
138012639	138277229	right	chr1
138282711	138311607	left	chr1
138317563	138409237	right	chr1
138415271	138444025	left	chr1
138449498	138852383	right	chr1
138857692	138995775	left	chr1
139001734	139018767	right	chr1
139024748	139444622	left	chr1
139455733	139559452	right	chr1
139576817	139663183	left	chr1
139674553	140025303	right	chr1
140077107	140376035	left	chr1
140387575	140542901	right	chr1
140548601	140657829	left	chr1
140663666	140772547	right	chr1
140778525	140899251	left	chr1
140904983	140997166	right	chr1
141002531	141227157	left	chr1
141232527	141411228	right	chr1
141416725	141531863	left	chr1
141537285	141675680	right	chr1
141680956	141784555	left	chr1
141790594	141830581	right	chr1
141836611	141980404	left	chr1
141985893	142083503	right	chr1
142089288	142141083	left	chr1
142147063	142158620	right	chr1
142175683	142221959	right	chr1
142227459	142336675	left	chr1
142342582	142491943	right	chr1
142497750	142526660	left	chr1
142538173	142618599	right	chr1
142624320	142762021	left	chr1
142773796	142854441	right	chr1
142859714	143049610	left	chr1
143061260	143622320	right	chr1
143633854	144306820	left	chr1
144324103	144461734	right	chr1
144467439	144565286	left	chr1
144571021	144708940	right	chr1
144715075	144818336	left	chr1
144823964	144898878	right	chr1
144904674	144979448	left	chr1
144985085	145163274	right	chr1
145174813	145197948	left	chr1
145203551	145336039	right	chr1
145341437	145502928	left	chr1
145514204	145588910	right	chr1
145594831	145674988	left	chr1
145680715	145778865	right	chr1
145784154	145876409	left	chr1
145882118	146054834	right	chr1
146060233	146095072	left	chr1
146100536	146261678	right	chr1
146267287	146336331	left	chr1
146342369	146359432	right	chr1
146370678	146526374	left	chr1
146532046	146572250	right	chr1
146583708	146664245	left	chr1
146669953	146773228	right	chr1
146796203	146831052	left	chr1
146842617	146997735	right	chr1
147003595	147101424	left	chr1
147112610	147215967	right	chr1
147221677	147377073	left	chr1
147382957	147446226	right	chr1
147451710	147492063	left	chr1
147497704	147618750	right	chr1
147624572	147659141	left	chr1
147676039	147716541	left	chr1
147721941	147802481	right	chr1
147808228	147825672	left	chr1
147848399	147882996	left	chr1
147888748	147917563	right	chr1
147923440	148038437	left	chr1
148049868	148153586	right	chr1
148159167	148291472	left	chr1
148302789	148326084	right	chr1
148331791	148343187	left	chr1
148354374	148532958	right	chr1
148538559	148653660	left	chr1
148659316	148734013	right	chr1
148739904	148820214	left	chr1
148826218	148946762	right	chr1
148952760	149044845	left	chr1
149050587	149125095	right	chr1
149130829	149222746	left	chr1
149228768	149332416	right	chr1
149337833	149487323	left	chr1
149493119	149567763	right	chr1
149573587	149677318	left	chr1
149682980	149757678	right	chr1
149763558	149786350	left	chr1
149792193	149941744	right	chr1
149947290	149970251	left	chr1
149975904	150171773	right	chr1
150177439	150217899	left	chr1
150223555	150401704	right	chr1
150407494	150562818	left	chr1
150574155	150942083	right	chr1
150947972	151028307	left	chr1
151034195	151172228	right	chr1
151178000	151327427	left	chr1
151333112	151396626	right	chr1
151402204	151448344	left	chr1
151459829	151471056	right	chr1
151476626	151563283	left	chr1
151568626	151689927	right	chr1
151695302	151896570	left	chr1
151902323	152057722	right	chr1
152063471	152207399	left	chr1
152212657	152615562	right	chr1
152620978	152644177	left	chr1
152649928	152730379	right	chr1
152736369	152782011	left	chr1
152787865	152868589	right	chr1
152874221	152885882	left	chr1
152891144	153029374	right	chr1
153034980	153161856	left	chr1
153167179	153236370	right	chr1
153241983	153334337	left	chr1
153339749	153437467	right	chr1
153443157	153483579	left	chr1
153500816	153546959	left	chr1
153552679	153627250	right	chr1
153633146	154403513	left	chr1
154409379	154966992	right	chr1
154978706	154995775	right	chr1
155001494	155024704	left	chr1
155030133	155059302	right	chr1
155064801	155317695	left	chr1
155323409	155404381	right	chr1
155409951	155502165	left	chr1
155507551	155904672	right	chr1
155910190	156025109	left	chr1
156171903	156201081	right	chr1
156212439	156292983	left	chr1
156298835	156413828	right	chr1
156419296	156511336	left	chr1
156517078	156626318	right	chr1
156637740	156683916	left	chr1
156689850	156706804	right	chr1
156712513	156885333	left	chr1
156891027	156914137	right	chr1
156919714	157161422	left	chr1
157172413	157344982	right	chr1
157351018	157672807	left	chr1
157678455	157742171	right	chr1
157747448	157977523	left	chr1
157989205	158023439	right	chr1
158029480	158063912	left	chr1
158069753	158196025	right	chr1
158201896	158236278	left	chr1
158248103	158282263	right	chr1
158288210	158322660	left	chr1
158328347	158362941	right	chr1
158368567	158426145	left	chr1
158431834	158455083	right	chr1
158460453	158535261	left	chr1
158541039	158633263	right	chr1
158638828	158719224	left	chr1
158725127	158754112	right	chr1
158759803	158851834	left	chr1
158857262	159007113	right	chr1
159012452	159076129	left	chr1
159087164	159167894	right	chr1
159173769	159288872	left	chr1
159294200	159334644	right	chr1
159340228	159369290	left	chr1
159374948	159547336	right	chr1
159552967	159662425	left	chr1
159668114	159949993	right	chr1
159967076	159978868	right	chr1
159984335	160001930	left	chr1
160007178	160151360	right	chr1
160156826	160306609	left	chr1
160311892	160392813	right	chr1
160398461	160513369	left	chr1
160519073	160668785	right	chr1
160674517	160691607	left	chr1
160697152	160841402	right	chr1
160864044	160967433	left	chr1
160973358	161059884	right	chr1
161065621	161272451	left	chr1
161278073	161301223	right	chr1
161329705	161513983	left	chr1
161525188	161669416	right	chr1
161680861	161755464	left	chr1
161761107	161795528	right	chr1
161806925	161830075	right	chr1
161835779	162043055	left	chr1
162048724	162106300	right	chr1
162111792	162140784	left	chr1
162146391	162508692	right	chr1
162514346	162917121	left	chr1
162945758	162986031	right	chr1
162991562	163112255	left	chr1
163117887	163163942	right	chr1
163170062	163186980	left	chr1
163193025	163284698	right	chr1
163290483	163439987	left	chr1
163445938	164038253	right	chr1
164043990	164130038	left	chr1
164141691	164158846	right	chr1
164164787	164256822	left	chr1
164262502	164274107	right	chr1
164279413	164693659	left	chr1
164699611	165072944	right	chr1
165084474	165383446	left	chr1
165389604	165556403	right	chr1
165562035	165711279	left	chr1
165722900	165924001	left	chr1
165947068	165993421	right	chr1
165998677	166188524	left	chr1
166194401	166314985	right	chr1
166320948	166389696	left	chr1
166395784	166464663	right	chr1
166481922	166585318	left	chr1
166591256	167183447	right	chr1
167188928	167206634	left	chr1
167211981	167292774	right	chr1
167298496	167654736	left	chr1
167660477	167718214	right	chr1
167723972	167850522	left	chr1
167855888	168057302	right	chr1
168063228	168247327	left	chr1
168252715	168385186	right	chr1
168391057	168546242	left	chr1
168557615	168586435	right	chr1
168592251	168690093	left	chr1
168695603	168960149	right	chr1
168965988	168988852	left	chr1
168994687	169132749	right	chr1
169138611	169345591	left	chr1
169351282	169494758	right	chr1
169500786	169621480	left	chr1
169627103	169908813	right	chr1
169914409	170006919	left	chr1
170012482	170087290	right	chr1
170092736	170385942	left	chr1
170391698	170691144	right	chr1
170696578	170713852	left	chr1
170719552	170805719	right	chr1
170811549	170834601	left	chr1
170840400	170892401	right	chr1
170897694	170995755	left	chr1
171001191	171041872	right	chr1
171047529	171127707	left	chr1
171133705	171214374	right	chr1
171225729	171300377	left	chr1
171306369	171329382	right	chr1
171335109	171622394	left	chr1
171645556	172019375	right	chr1
172024791	172099477	left	chr1
172105616	172133960	right	chr1
172139840	172226426	left	chr1
172231861	172312350	right	chr1
172318152	172893205	left	chr1
172898990	173054267	right	chr1
173059907	173145939	left	chr1
173152062	173284160	right	chr1
173290061	173318653	left	chr1
173324369	173479447	right	chr1
173485565	173537363	left	chr1
173542913	173629269	right	chr1
173634828	173784617	left	chr1
173818780	173870473	right	chr1
173882265	173911064	left	chr1
173933982	174020278	right	chr1
174025933	174111997	left	chr1
174117942	174232702	right	chr1
174238849	174347996	left	chr1
174353687	174428519	right	chr1
174433911	174554968	left	chr1
174560671	174761897	right	chr1
174767539	174865460	left	chr1
174870881	174905431	right	chr1
174911440	175003492	left	chr1
175009328	175083909	right	chr1
175089826	175227871	left	chr1
175233171	175331260	right	chr1
175336955	175417243	left	chr1
175423284	175503849	right	chr1
175509372	175652992	left	chr1
175670276	175699347	left	chr1
175710859	175854671	right	chr1
175860138	175894438	left	chr1
175900404	175975088	right	chr1
175980656	176228035	left	chr1
176233650	176331855	right	chr1
176337124	176360282	left	chr1
176366055	176544364	right	chr1
176550003	176768900	left	chr1
176774606	176785797	right	chr1
176791383	176900682	left	chr1
176906429	176929904	right	chr1
176935559	177044701	left	chr1
177050190	177320561	right	chr1
177326391	177407019	left	chr1
177412676	177619908	right	chr1
177625241	177855293	left	chr1
177860959	178280748	right	chr1
178286768	178372954	left	chr1
178384268	178499399	right	chr1
178505127	178711940	left	chr1
178717776	178746903	right	chr1
178752333	179017161	left	chr1
179022809	179459611	right	chr1
179465610	179591716	left	chr1
179603305	179637826	right	chr1
179643663	179672192	left	chr1
179678036	179701001	right	chr1
179706952	179770297	left	chr1
179775868	179798759	right	chr1
179816030	179988615	left	chr1
179994234	180161309	right	chr1
180166853	180241470	left	chr1
180247471	180420125	right	chr1
180425619	180483245	left	chr1
180488631	180529425	right	chr1
180534637	180655541	left	chr1
180661175	180747649	right	chr1
180758967	180776182	left	chr1
180793407	180822533	left	chr1
180827967	180868628	right	chr1
180873964	180960191	left	chr1
180966149	180994891	right	chr1
181000868	181087179	left	chr1
181092500	181115632	right	chr1
181121127	181270735	left	chr1
181288150	181386067	left	chr1
181391628	181696275	right	chr1
181713632	181822905	right	chr1
181828752	181840163	left	chr1
181845925	181978243	right	chr1
181983777	182115954	left	chr1
182121707	182214108	right	chr1
182219721	182754642	left	chr1
182760290	182875223	right	chr1
183504707	183550806	left	chr1
183556555	183585337	right	chr1
183590956	183683012	left	chr1
183694491	183884136	right	chr1
183890031	183970532	left	chr1
183975893	184004966	right	chr1
184021971	184033906	right	chr1
184039153	184160148	left	chr1
184165704	184183139	right	chr1
184189106	184304058	left	chr1
184315297	184746509	right	chr1
184752318	184930462	left	chr1
184936623	185068649	right	chr1
185080315	185108835	left	chr1
185114804	185200993	right	chr1
185206814	185235334	left	chr1
185241176	185316137	right	chr1
185321699	185454096	left	chr1
185459657	185482671	right	chr1
185488572	185637899	left	chr1
185643598	185660953	right	chr1
185666462	185821719	left	chr1
185827440	185919494	right	chr1
185925475	185988660	left	chr1
185994499	186460036	right	chr1
186465745	186822463	left	chr1
186827921	186839700	right	chr1
186845351	186949048	left	chr1
186954610	187058142	right	chr1
187063640	187201986	left	chr1
187207397	187368559	right	chr1
187380044	187495379	left	chr1
187500940	187725012	right	chr1
187731119	187759638	left	chr1
187765570	187880310	right	chr1
187885932	187972653	left	chr1
187977941	188007054	right	chr1
188012702	188133552	left	chr1
188139196	188168135	right	chr1
188173549	188271660	left	chr1
188277012	188426773	right	chr1
188432208	188564932	left	chr1
188570564	188921206	right	chr1
188927118	189053318	left	chr1
189059044	189541938	right	chr1
189547683	189628647	left	chr1
189634207	189674508	right	chr1
189680322	189806746	left	chr1
189812612	189835266	right	chr1
189840918	190053753	left	chr1
190059491	190082614	right	chr1
190088237	190168709	left	chr1
190174556	190266690	right	chr1
190272125	190410422	left	chr1
190416068	190467964	right	chr1
190473687	190496681	left	chr1
190502203	190548341	right	chr1
190554167	190577241	left	chr1
190583073	190807013	right	chr1
190813025	190996684	left	chr1
191002481	191065854	right	chr1
191071531	191094866	left	chr1
191100551	191198425	right	chr1
191203626	191267233	left	chr1
191272675	191364772	right	chr1
191370573	191439753	left	chr1
191445365	191456748	right	chr1
191462750	191652280	left	chr1
191658331	191733073	right	chr1
191738740	191876462	left	chr1
191928424	191945492	right	chr1
191951498	192152553	left	chr1
192164284	192175823	right	chr1
192181165	192267521	left	chr1
192273176	192719747	right	chr1
192725184	192857861	left	chr1
192863536	193064763	right	chr1
193070423	193116145	left	chr1
193121865	193334730	right	chr1
193340397	193725920	left	chr1
193737069	193754789	right	chr1
193771735	193800446	right	chr1
193806455	193938511	left	chr1
193961456	193984517	right	chr1
193990327	194076403	left	chr1
194082341	194226339	right	chr1
194231893	194254740	left	chr1
194260567	194294868	right	chr1
194300612	194358544	left	chr1
194364035	194490804	right	chr1
194496160	194599831	left	chr1
194605464	194639980	right	chr1
194645671	194720590	left	chr1
194726402	194800908	right	chr1
194812754	195002459	left	chr1
3101638	3337773	right	chr2
3343185	3360469	left	chr2
3366225	3578858	right	chr2
3584748	3791751	left	chr2
3797426	3883929	right	chr2
3889490	4012135	left	chr2
4017747	4495176	right	chr2
4518005	4552615	left	chr2
4558661	4587144	right	chr2
4592763	4627710	left	chr2
4633382	4673605	right	chr2
4684775	4707852	left	chr2
4713567	4949463	right	chr2
4955068	5081978	left	chr2
5087310	5116503	right	chr2
5121855	5317753	left	chr2
5323019	5398101	right	chr2
5403480	5472979	left	chr2
5478208	5783471	right	chr2
5788708	5904258	left	chr2
5909829	5932929	right	chr2
5938561	6013276	left	chr2
6018773	6134189	right	chr2
6139612	6507696	left	chr2
6513468	6530859	right	chr2
6536381	6685863	left	chr2
6691875	6789391	right	chr2
6795192	6956404	left	chr2
6961849	7030841	right	chr2
7036823	7203483	left	chr2
7208684	7283241	right	chr2
7294923	7323504	left	chr2
7329360	7363927	right	chr2
7369618	7410044	left	chr2
7421226	7565153	right	chr2
7576484	7651187	left	chr2
7662970	7887250	right	chr2
7892862	7961925	left	chr2
7967429	8076865	right	chr2
8082508	8226278	left	chr2
8232011	8375782	right	chr2
8381586	8462312	left	chr2
8467827	8496765	right	chr2
8502292	8651971	left	chr2
8657613	8772917	right	chr2
8778311	8962276	left	chr2
8968155	9054521	right	chr2
9059975	9140538	left	chr2
9146580	9238285	right	chr2
9244032	9330473	left	chr2
9336272	9549073	right	chr2
9554436	9612234	left	chr2
9617682	9870870	right	chr2
9876851	10078107	left	chr2
10094996	10169792	left	chr2
10181589	10296474	right	chr2
10301945	10704434	left	chr2
10710623	10785082	right	chr2
10790628	10911928	left	chr2
10917312	11078559	right	chr2
11084294	11112838	left	chr2
